drug	drug_action	KDT	KDT_name	Drug_effect	drugKDT
Clomipramine	antagonist	3357	HTR2B	Inhibitor	Clomipramine3357
Triflupromazine	antagonist	3357	HTR2B	Inhibitor	Triflupromazine3357
Methysergide	antagonist	3357	HTR2B	Inhibitor	Methysergide3357
Minaprine	antagonist	3357	HTR2B	Inhibitor	Minaprine3357
Clomipramine	antagonist	3358	HTR2C	Inhibitor	Clomipramine3358
Methysergide	antagonist	3358	HTR2C	Inhibitor	Methysergide3358
Ziprasidone	antagonist	3358	HTR2C	Inhibitor	Ziprasidone3358
Paliperidone	antagonist	3358	HTR2C	Inhibitor	Paliperidone3358
Trazodone	agonist	3358	HTR2C	Activator	Trazodone3358
Cyproheptadine	antagonist	3358	HTR2C	Inhibitor	Cyproheptadine3358
Lisuride	agonist	3358	HTR2C	Activator	Lisuride3358
Agomelatine	antagonist	3358	HTR2C	Inhibitor	Agomelatine3358
Lorpiprazole	antagonist	3358	HTR2C	Inhibitor	Lorpiprazole3358
Minaprine	antagonist	3358	HTR2C	Inhibitor	Minaprine3358
Haloperidol	other	3358	HTR2C	Other	Haloperidol3358
Ketamine	potentiator	3359	HTR3A	Activator	Ketamine3359
Vortioxetine	antagonist	3359	HTR3A	Inhibitor	Vortioxetine3359
Granisetron	antagonist	3359	HTR3A	Inhibitor	Granisetron3359
Palonosetron	antagonist	3359	HTR3A	Inhibitor	Palonosetron3359
Tubocurarine	antagonist	3359	HTR3A	Inhibitor	Tubocurarine3359
Procaine	antagonist	3359	HTR3A	Inhibitor	Procaine3359
Tropisetron	antagonist	3359	HTR3A	Inhibitor	Tropisetron3359
Metoclopramide	antagonist	3359	HTR3A	Inhibitor	Metoclopramide3359
Dolasetron	antagonist	3359	HTR3A	Inhibitor	Dolasetron3359
Metoclopramide	agonist	3360	HTR4	Activator	Metoclopramide3360
Prucalopride	agonist	3360	HTR4	Activator	Prucalopride3360
Amisulpride	antagonist	3363	HTR7	Inhibitor	Amisulpride3363
Vortioxetine	antagonist	3363	HTR7	Inhibitor	Vortioxetine3363
Methysergide	antagonist	3363	HTR7	Inhibitor	Methysergide3363
Hyaluronic acid	inhibitor|binder	3383	ICAM1	Inhibitor	Hyaluronic acid3383
Bacitracin	inhibitor	3416	IDE	Inhibitor	Bacitracin3416
Olutasidenib	inhibitor	3417	IDH1	Inhibitor	Olutasidenib3417
Ivosidenib	inhibitor	3417	IDH1	Inhibitor	Ivosidenib3417
Enasidenib	inhibitor	3418	IDH2	Inhibitor	Enasidenib3418
Interferon beta-1a	agonist	3454	IFNAR1	Activator	Interferon beta-1a3454
Peginterferon alfa-2a	agonist	3454	IFNAR1	Activator	Peginterferon alfa-2a3454
Anifrolumab	inhibitor	3454	IFNAR1	Inhibitor	Anifrolumab3454
Interferon beta-1b	agonist	3454	IFNAR1	Activator	Interferon beta-1b3454
Interferon alfa-n3	agonist	3454	IFNAR1	Activator	Interferon alfa-n33454
Interferon alfa-n1	agonist	3454	IFNAR1	Activator	Interferon alfa-n13454
Peginterferon alfa-2b	agonist	3454	IFNAR1	Activator	Peginterferon alfa-2b3454
Interferon alfa-2b	binder	3454	IFNAR1	Ligand	Interferon alfa-2b3454
Interferon alfacon-1	binder	3454	IFNAR1	Ligand	Interferon alfacon-13454
Human interferon beta	binder	3454	IFNAR1	Ligand	Human interferon beta3454
Interferon alfa-2a	other	3454	IFNAR1	Other	Interferon alfa-2a3454
Interferon alfa-2b	binder	3455	IFNAR2	Ligand	Interferon alfa-2b3455
Interferon beta-1a	other	3455	IFNAR2	Other	Interferon beta-1a3455
Peginterferon alfa-2a	agonist	3455	IFNAR2	Activator	Peginterferon alfa-2a3455
Interferon alfa-n1	agonist	3455	IFNAR2	Activator	Interferon alfa-n13455
Interferon alfacon-1	binder	3455	IFNAR2	Ligand	Interferon alfacon-13455
Interferon alfa-2a	other	3455	IFNAR2	Other	Interferon alfa-2a3455
Interferon beta-1b	agonist	3455	IFNAR2	Activator	Interferon beta-1b3455
Nylidrin	agonist	3455	IFNAR2	Activator	Nylidrin3455
Interferon alfa-n3	agonist	3455	IFNAR2	Activator	Interferon alfa-n33455
Peginterferon alfa-2b	agonist	3455	IFNAR2	Activator	Peginterferon alfa-2b3455
Emapalumab	neutralizer	3458	IFNG	Other	Emapalumab3458
Foreskin keratinocyte (neonatal)	agonist	3458	IFNG	Activator	Foreskin keratinocyte (neonatal)3458
Olsalazine	other	3458	IFNG	Other	Olsalazine3458
Interferon gamma-1b	binder	3459	IFNGR1	Ligand	Interferon gamma-1b3459
Interferon gamma-1b	binder	3460	IFNGR2	Ligand	Interferon gamma-1b3460
Mecasermin	agonist	3480	IGF1R	Activator	Mecasermin3480
Mecasermin rinfabate	agonist	3480	IGF1R	Activator	Mecasermin rinfabate3480
Arsenic trioxide	inducer	3551	IKBKB	Activator	Arsenic trioxide3551
Auranofin	inhibitor	3551	IKBKB	Inhibitor	Auranofin3551
Gallium nitrate	antagonist	3553	IL1B	Inhibitor	Gallium nitrate3553
Foreskin keratinocyte (neonatal)	agonist	3553	IL1B	Activator	Foreskin keratinocyte (neonatal)3553
Canakinumab	binder	3553	IL1B	Ligand	Canakinumab3553
Anakinra	antagonist	3554	IL1R1	Inhibitor	Anakinra3554
Basiliximab	antibody	3559	IL2RA	Ligand	Basiliximab3559
Denileukin diftitox	binder	3559	IL2RA	Ligand	Denileukin diftitox3559
Aldesleukin	agonist|modulator	3559	IL2RA	Activator	Aldesleukin3559
Aldesleukin	agonist|modulator	3560	IL2RB	Activator	Aldesleukin3560
Denileukin diftitox	agonist	3560	IL2RB	Activator	Denileukin diftitox3560
Aldesleukin	agonist	3561	IL2RG	Activator	Aldesleukin3561
Tagraxofusp	ligand	3563	IL3RA	Ligand	Tagraxofusp3563
Sargramostim	agonist	3563	IL3RA	Activator	Sargramostim3563
Dupilumab	inhibitor|antibody	3565	IL4	Inhibitor	Dupilumab3565
Dupilumab	inhibitor|antibody	3566	IL4R	Inhibitor	Dupilumab3566
Reslizumab	antagonist|regulator	3567	IL5	Inhibitor	Reslizumab3567
Mepolizumab	antagonist|regulator	3567	IL5	Inhibitor	Mepolizumab3567
Benralizumab	antibody	3568	IL5RA	Ligand	Benralizumab3568
Foreskin keratinocyte (neonatal)	agonist	3569	IL6	Activator	Foreskin keratinocyte (neonatal)3569
Siltuximab	antagonist|antibody	3569	IL6	Inhibitor	Siltuximab3569
Tocilizumab	inhibitor|antibody	3570	IL6R	Inhibitor	Tocilizumab3570
Satralizumab	binder|antibody	3570	IL6R	Ligand	Satralizumab3570
Sarilumab	antagonist|antibody	3570	IL6R	Inhibitor	Sarilumab3570
Oprelvekin	agonist	3590	IL11RA	Activator	Oprelvekin3590
Ustekinumab	inhibitor	3593	IL12B	Inhibitor	Ustekinumab3593
Dupilumab	inhibitor|antibody	3596	IL13	Inhibitor	Dupilumab3596
Tralokinumab	antibody	3596	IL13	Ligand	Tralokinumab3596
Bimekizumab	antibody	3605	IL17A	Ligand	Bimekizumab3605
Secukinumab	inhibitor	3605	IL17A	Inhibitor	Secukinumab3605
Ixekizumab	antibody	3605	IL17A	Ligand	Ixekizumab3605
Ribavirin	inhibitor	3614	IMPDH1	Inhibitor	Ribavirin3614
Mycophenolic acid	inhibitor	3614	IMPDH1	Inhibitor	Mycophenolic acid3614
Mycophenolate mofetil	inhibitor|inducer	3614	IMPDH1	Inhibitor	Mycophenolate mofetil3614
Mycophenolate mofetil	inhibitor	3615	IMPDH2	Inhibitor	Mycophenolate mofetil3615
Mycophenolic acid	inhibitor	3615	IMPDH2	Inhibitor	Mycophenolic acid3615
Insulin pork	binder	3643	INSR	Ligand	Insulin pork3643
Insulin beef	agonist	3643	INSR	Activator	Insulin beef3643
Insulin degludec	agonist	3643	INSR	Activator	Insulin degludec3643
Insulin detemir	agonist	3643	INSR	Activator	Insulin detemir3643
Insulin lispro	agonist	3643	INSR	Activator	Insulin lispro3643
Chromic chloride	activator	3643	INSR	Activator	Chromic chloride3643
Insulin glargine	agonist	3643	INSR	Activator	Insulin glargine3643
Insulin glulisine	agonist	3643	INSR	Activator	Insulin glulisine3643
Insulin human	agonist	3643	INSR	Activator	Insulin human3643
Insulin aspart	agonist	3643	INSR	Activator	Insulin aspart3643
Tirofiban	antagonist	3674	ITGA2B	Inhibitor	Tirofiban3674
Abciximab	antagonist	3674	ITGA2B	Inhibitor	Abciximab3674
Natalizumab	antibody	3676	ITGA4	Ligand	Natalizumab3676
Vedolizumab	antibody	3676	ITGA4	Ligand	Vedolizumab3676
Lifitegrast	antagonist	3683	ITGAL	Inhibitor	Lifitegrast3683
Antithymocyte immunoglobulin (rabbit)	other	3683	ITGAL	Other	Antithymocyte immunoglobulin (rabbit)3683
Levothyroxine	other	3685	ITGAV	Other	Levothyroxine3685
Antithymocyte immunoglobulin (rabbit)	other	3685	ITGAV	Other	Antithymocyte immunoglobulin (rabbit)3685
Antithymocyte immunoglobulin (rabbit)	other	3688	ITGB1	Other	Antithymocyte immunoglobulin (rabbit)3688
Tirofiban	antagonist	3690	ITGB3	Inhibitor	Tirofiban3690
Abciximab	antagonist	3690	ITGB3	Inhibitor	Abciximab3690
Eptifibatide	other	3690	ITGB3	Other	Eptifibatide3690
Antithymocyte immunoglobulin (rabbit)	other	3690	ITGB3	Other	Antithymocyte immunoglobulin (rabbit)3690
Levothyroxine	other	3690	ITGB3	Other	Levothyroxine3690
Vedolizumab	antibody	3695	ITGB7	Ligand	Vedolizumab3695
Tofacitinib	inhibitor	3716	JAK1	Inhibitor	Tofacitinib3716
Baricitinib	inhibitor	3716	JAK1	Inhibitor	Baricitinib3716
Abrocitinib	inhibitor	3716	JAK1	Inhibitor	Abrocitinib3716
Upadacitinib	inhibitor	3716	JAK1	Inhibitor	Upadacitinib3716
Ruxolitinib	inhibitor	3716	JAK1	Inhibitor	Ruxolitinib3716
Filgotinib	inhibitor	3716	JAK1	Inhibitor	Filgotinib3716
Pacritinib	inhibitor	3717	JAK2	Inhibitor	Pacritinib3717
Fedratinib	inhibitor	3717	JAK2	Inhibitor	Fedratinib3717
Baricitinib	inhibitor	3717	JAK2	Inhibitor	Baricitinib3717
Ruxolitinib	inhibitor	3717	JAK2	Inhibitor	Ruxolitinib3717
Tofacitinib	antagonist|inhibitor	3717	JAK2	Inhibitor	Tofacitinib3717
Tofacitinib	inhibitor	3718	JAK3	Inhibitor	Tofacitinib3718
Ruxolitinib	inhibitor	3718	JAK3	Inhibitor	Ruxolitinib3718
Baricitinib	inhibitor	3718	JAK3	Inhibitor	Baricitinib3718
Adapalene	antagonist	3725	JUN	Inhibitor	Adapalene3725
Arsenic trioxide	inducer	3725	JUN	Activator	Arsenic trioxide3725
Isoflurane	inducer	3736	KCNA1	Activator	Isoflurane3736
Amifampridine	blocker	3736	KCNA1	Inhibitor	Amifampridine3736
Desflurane	inducer	3736	KCNA1	Activator	Desflurane3736
Dalfampridine	antagonist	3736	KCNA1	Inhibitor	Dalfampridine3736
Dalfampridine	antagonist	3737	KCNA2	Inhibitor	Dalfampridine3737
Dalfampridine	antagonist	3738	KCNA3	Inhibitor	Dalfampridine3738
Dalfampridine	antagonist	3739	KCNA4	Inhibitor	Dalfampridine3739
Vernakalant	blocker	3741	KCNA5	Inhibitor	Vernakalant3741
Dalfampridine	antagonist	3741	KCNA5	Inhibitor	Dalfampridine3741
Dalfampridine	antagonist	3742	KCNA6	Inhibitor	Dalfampridine3742
Dalfampridine	antagonist	3743	KCNA7	Inhibitor	Dalfampridine3743
Dalfampridine	antagonist	3744	KCNA10	Inhibitor	Dalfampridine3744
Dalfampridine	antagonist	3745	KCNB1	Inhibitor	Dalfampridine3745
Dalfampridine	antagonist	3746	KCNC1	Inhibitor	Dalfampridine3746
Dalfampridine	antagonist	3747	KCNC2	Inhibitor	Dalfampridine3747
Dalfampridine	antagonist	3748	KCNC3	Inhibitor	Dalfampridine3748
Dalfampridine	antagonist	3750	KCND1	Inhibitor	Dalfampridine3750
Dalfampridine	antagonist	3751	KCND2	Inhibitor	Dalfampridine3751
Dronedarone	inhibitor	3752	KCND3	Inhibitor	Dronedarone3752
Vernakalant	blocker	3752	KCND3	Inhibitor	Vernakalant3752
Dalfampridine	antagonist	3752	KCND3	Inhibitor	Dalfampridine3752
Ibutilide	inhibitor	3757	KCNH2	Inhibitor	Ibutilide3757
Propafenone	inhibitor	3757	KCNH2	Inhibitor	Propafenone3757
Halofantrine	inhibitor	3757	KCNH2	Inhibitor	Halofantrine3757
Phenytoin	inhibitor	3757	KCNH2	Inhibitor	Phenytoin3757
Dronedarone	inhibitor	3757	KCNH2	Inhibitor	Dronedarone3757
Pimozide	inhibitor	3757	KCNH2	Inhibitor	Pimozide3757
Dofetilide	inhibitor	3757	KCNH2	Inhibitor	Dofetilide3757
Sotalol	inhibitor	3757	KCNH2	Inhibitor	Sotalol3757
Minoxidil	inducer	3758	KCNJ1	Activator	Minoxidil3758
Glymidine	other	3758	KCNJ1	Other	Glymidine3758
Bethanidine	inhibitor	3758	KCNJ1	Inhibitor	Bethanidine3758
Glimepiride	inhibitor	3758	KCNJ1	Inhibitor	Glimepiride3758
Dronedarone	inhibitor	3760	KCNJ3	Inhibitor	Dronedarone3760
Gliquidone	inhibitor	3764	KCNJ8	Inhibitor	Gliquidone3764
Levosimendan	inducer	3764	KCNJ8	Activator	Levosimendan3764
Thiamylal	inhibitor	3764	KCNJ8	Inhibitor	Thiamylal3764
Levosimendan	inducer	3767	KCNJ11	Activator	Levosimendan3767
Thiamylal	inhibitor	3767	KCNJ11	Inhibitor	Thiamylal3767
Glimepiride	inhibitor	3767	KCNJ11	Inhibitor	Glimepiride3767
Diazoxide	inducer	3767	KCNJ11	Activator	Diazoxide3767
Dofetilide	inhibitor	3768	KCNJ12	Inhibitor	Dofetilide3768
Dofetilide	inhibitor	3776	KCNK2	Inhibitor	Dofetilide3776
Dronedarone	inhibitor	3776	KCNK2	Inhibitor	Dronedarone3776
Doxapram	inhibitor	3777	KCNK3	Inhibitor	Doxapram3777
Halothane	binder	3777	KCNK3	Ligand	Halothane3777
Hydrochlorothiazide	inhibitor	3778	KCNMA1	Inhibitor	Hydrochlorothiazide3778
Bendroflumethiazide	inducer	3778	KCNMA1	Activator	Bendroflumethiazide3778
Chlorzoxazone	other	3778	KCNMA1	Other	Chlorzoxazone3778
Clotrimazole	inhibitor	3783	KCNN4	Inhibitor	Clotrimazole3783
Dronedarone	inhibitor	3784	KCNQ1	Inhibitor	Dronedarone3784
Pazopanib	inhibitor	3791	KDR	Inhibitor	Pazopanib3791
Ramucirumab	antagonist	3791	KDR	Inhibitor	Ramucirumab3791
Cabozantinib	antagonist	3791	KDR	Inhibitor	Cabozantinib3791
Regorafenib	inhibitor	3791	KDR	Inhibitor	Regorafenib3791
Midostaurin	antagonist|inhibitor	3791	KDR	Inhibitor	Midostaurin3791
Nintedanib	inhibitor	3791	KDR	Inhibitor	Nintedanib3791
Ripretinib	inhibitor	3791	KDR	Inhibitor	Ripretinib3791
Lenvatinib	inhibitor	3791	KDR	Inhibitor	Lenvatinib3791
Tivozanib	inhibitor	3791	KDR	Inhibitor	Tivozanib3791
Axitinib	inhibitor	3791	KDR	Inhibitor	Axitinib3791
Sunitinib	inhibitor	3791	KDR	Inhibitor	Sunitinib3791
Sorafenib	antagonist	3791	KDR	Inhibitor	Sorafenib3791
Lenvatinib	inhibitor	3815	KIT	Inhibitor	Lenvatinib3815
Sorafenib	antagonist	3815	KIT	Inhibitor	Sorafenib3815
Tivozanib	inhibitor	3815	KIT	Inhibitor	Tivozanib3815
Pazopanib	inhibitor	3815	KIT	Inhibitor	Pazopanib3815
Regorafenib	inhibitor	3815	KIT	Inhibitor	Regorafenib3815
Imatinib	antagonist	3815	KIT	Inhibitor	Imatinib3815
Sunitinib	inhibitor	3815	KIT	Inhibitor	Sunitinib3815
Ripretinib	inhibitor	3815	KIT	Inhibitor	Ripretinib3815
Conestat alfa	inhibitor	3818	KLKB1	Inhibitor	Conestat alfa3818
Ecallantide	inhibitor	3818	KLKB1	Inhibitor	Ecallantide3818
Human C1-esterase inhibitor	inhibitor	3818	KLKB1	Inhibitor	Human C1-esterase inhibitor3818
Lanadelumab	inhibitor|regulator	3818	KLKB1	Inhibitor	Lanadelumab3818
Berotralstat	inhibitor	3818	KLKB1	Inhibitor	Berotralstat3818
Sotorasib	inhibitor	3845	KRAS	Inhibitor	Sotorasib3845
Adagrasib	inhibitor	3845	KRAS	Inhibitor	Adagrasib3845
Anthralin	antagonist	3849	KRT2	Inhibitor	Anthralin3849
Anthralin	antagonist	3859	KRT12	Inhibitor	Anthralin3859
Relatlimab	antibody	3902	LAG3	Ligand	Relatlimab3902
Dasatinib	multitarget	3932	LCK	Other	Dasatinib3932
Stiripentol	inhibitor	3939	LDHA	Inhibitor	Stiripentol3939
Stiripentol	inhibitor	3945	LDHB	Inhibitor	Stiripentol3945
Metreleptin	agonist	3953	LEPR	Activator	Metreleptin3953
Choriogonadotropin alfa	other	3973	LHCGR	Other	Choriogonadotropin alfa3973
Chorionic Gonadotropin (Human)	ligand	3973	LHCGR	Ligand	Chorionic Gonadotropin (Human)3973
Goserelin	agonist	3973	LHCGR	Activator	Goserelin3973
Menotropins	other	3973	LHCGR	Other	Menotropins3973
Buserelin	other	3973	LHCGR	Other	Buserelin3973
Lutropin alfa	agonist	3973	LHCGR	Activator	Lutropin alfa3973
alpha-Linolenic acid	ligand	3992	FADS1	Ligand	alpha-Linolenic acid3992
Omega-3-carboxylic acids	stimulator	4023	LPL	Activator	Omega-3-carboxylic acids4023
Tyloxapol	inhibitor	4023	LPL	Inhibitor	Tyloxapol4023
Glycyrrhizic acid	inducer	4023	LPL	Activator	Glycyrrhizic acid4023
Etanercept	antibody	4049	LTA	Ligand	Etanercept4049
Sacituzumab govitecan	antibody	4070	TACSTD2	Ligand	Sacituzumab govitecan4070
Alglucosidase alfa	binder	4074	M6PR	Ligand	Alglucosidase alfa4074
Isocarboxazid	inhibitor	4128	MAOA	Inhibitor	Isocarboxazid4128
Minaprine	inhibitor	4128	MAOA	Inhibitor	Minaprine4128
Moclobemide	antagonist|inhibitor	4128	MAOA	Inhibitor	Moclobemide4128
Phenelzine	antagonist	4128	MAOA	Inhibitor	Phenelzine4128
Tranylcypromine	inhibitor	4128	MAOA	Inhibitor	Tranylcypromine4128
Phentermine	antagonist	4128	MAOA	Inhibitor	Phentermine4128
Selegiline	inhibitor	4129	MAOB	Inhibitor	Selegiline4129
Rasagiline	inhibitor	4129	MAOB	Inhibitor	Rasagiline4129
Isocarboxazid	inhibitor	4129	MAOB	Inhibitor	Isocarboxazid4129
Tranylcypromine	inhibitor	4129	MAOB	Inhibitor	Tranylcypromine4129
Phentermine	antagonist	4129	MAOB	Inhibitor	Phentermine4129
Safinamide	antagonist	4129	MAOB	Inhibitor	Safinamide4129
Pargyline	inhibitor	4129	MAOB	Inhibitor	Pargyline4129
Phenelzine	antagonist	4129	MAOB	Inhibitor	Phenelzine4129
Estramustine	antagonist	4130	MAP1A	Inhibitor	Estramustine4130
Estramustine	antagonist	4133	MAP2	Inhibitor	Estramustine4133
Docetaxel	other	4133	MAP2	Other	Docetaxel4133
Paclitaxel	other	4133	MAP2	Other	Paclitaxel4133
Paclitaxel	other	4134	MAP4	Other	Paclitaxel4134
Docetaxel	other	4134	MAP4	Other	Docetaxel4134
Paclitaxel	other	4137	MAPT	Other	Paclitaxel4137
Flortaucipir F-18	binder	4137	MAPT	Ligand	Flortaucipir F-184137
Docetaxel	other	4137	MAPT	Other	Docetaxel4137
Carbon monoxide	inhibitor	4151	MB	Inhibitor	Carbon monoxide4151
Afamelanotide	agonist	4157	MC1R	Activator	Afamelanotide4157
Seractide acetate	agonist	4158	MC2R	Activator	Seractide acetate4158
Corticotropin	agonist	4158	MC2R	Activator	Corticotropin4158
Tetracosactide	agonist	4158	MC2R	Activator	Tetracosactide4158
Setmelanotide	agonist	4160	MC4R	Activator	Setmelanotide4160
Binimetinib	inhibitor	4214	MAP3K1	Inhibitor	Binimetinib4214
Tepotinib	inhibitor	4233	MET	Inhibitor	Tepotinib4233
Cabozantinib	antagonist	4233	MET	Inhibitor	Cabozantinib4233
Amivantamab	antagonist|antibody	4233	MET	Inhibitor	Amivantamab4233
Crizotinib	inhibitor	4233	MET	Inhibitor	Crizotinib4233
Capmatinib	inhibitor	4233	MET	Inhibitor	Capmatinib4233
Progesterone	antagonist|agonist	4306	NR3C2	Modulator	Progesterone4306
Eplerenone	antagonist	4306	NR3C2	Inhibitor	Eplerenone4306
Spironolactone	antagonist	4306	NR3C2	Inhibitor	Spironolactone4306
Drospirenone	antagonist	4306	NR3C2	Inhibitor	Drospirenone4306
Fludrocortisone	agonist	4306	NR3C2	Activator	Fludrocortisone4306
Finerenone	antagonist	4306	NR3C2	Inhibitor	Finerenone4306
Sacubitril	antagonist|inhibitor	4311	MME	Inhibitor	Sacubitril4311
Fosdenopterin	substrate	4338	MOCS2	Ligand	Fosdenopterin4338
Lusutrombopag	agonist	4352	MPL	Activator	Lusutrombopag4352
Romiplostim	agonist	4352	MPL	Activator	Romiplostim4352
Avatrombopag	agonist	4352	MPL	Activator	Avatrombopag4352
Technetium Tc-99m tilmanocept	ligand	4360	MRC1	Ligand	Technetium Tc-99m tilmanocept4360
Sulfinpyrazone	inhibitor	4363	ABCC1	Inhibitor	Sulfinpyrazone4363
Crizotinib	inhibitor	4486	MST1R	Inhibitor	Crizotinib4486
Desflurane	inhibitor	4535	ND1	Inhibitor	Desflurane4535
Melatonin	agonist	4543	MTNR1A	Activator	Melatonin4543
Tasimelteon	agonist	4543	MTNR1A	Activator	Tasimelteon4543
Agomelatine	agonist	4543	MTNR1A	Activator	Agomelatine4543
Ramelteon	multitarget	4543	MTNR1A	Other	Ramelteon4543
Agomelatine	agonist	4544	MTNR1B	Activator	Agomelatine4544
Tasimelteon	agonist	4544	MTNR1B	Activator	Tasimelteon4544
Ramelteon	multitarget	4544	MTNR1B	Other	Ramelteon4544
Melatonin	agonist	4544	MTNR1B	Activator	Melatonin4544
Lomitapide	antagonist	4547	MTTP	Inhibitor	Lomitapide4547
Cyanocobalamin	cofactor	4548	MTR	Other	Cyanocobalamin4548
Hydroxocobalamin	cofactor	4548	MTR	Other	Hydroxocobalamin4548
Mecobalamin	cofactor	4548	MTR	Other	Mecobalamin4548
Cyanocobalamin	cofactor	4594	MMUT	Other	Cyanocobalamin4594
Hydroxocobalamin	cofactor	4594	MMUT	Other	Hydroxocobalamin4594
Mavacamten	inhibitory allosteric modulator	4625	MYH7	Inhibitor	Mavacamten4625
Ubidecarenone	cofactor	4731	NDUFV3	Other	Ubidecarenone4731
Celecoxib	inhibitor	4758	NEU1	Inhibitor	Celecoxib4758
Triflusal	antagonist	4790	NFKB1	Inhibitor	Triflusal4790
Niacin	binder	4837	NNMT	Ligand	Niacin4837
Methylene blue	inhibitor	4842	NOS1	Inhibitor	Methylene blue4842
Ketamine	inhibitor	4842	NOS1	Inhibitor	Ketamine4842
Triflusal	agonist	4843	NOS2	Activator	Triflusal4843
Sapropterin	cofactor	4846	NOS3	Other	Sapropterin4846
Phentermine	inhibitor	4852	NPY	Inhibitor	Phentermine4852
Cladribine	inducer	4860	PNP	Activator	Cladribine4860
Nitroprusside	agonist	4881	NPR1	Activator	Nitroprusside4881
Erythrityl tetranitrate	agonist	4881	NPR1	Activator	Erythrityl tetranitrate4881
Amyl Nitrite	agonist	4881	NPR1	Activator	Amyl Nitrite4881
Isosorbide dinitrate	agonist	4881	NPR1	Activator	Isosorbide dinitrate4881
Erythrityl tetranitrate	agonist	4882	NPR2	Activator	Erythrityl tetranitrate4882
Vosoritide	agonist	4882	NPR2	Activator	Vosoritide4882
Larotrectinib	inhibitor	4914	NTRK1	Inhibitor	Larotrectinib4914
Regorafenib	inhibitor	4914	NTRK1	Inhibitor	Regorafenib4914
Entrectinib	inhibitor	4914	NTRK1	Inhibitor	Entrectinib4914
Larotrectinib	inhibitor	4915	NTRK2	Inhibitor	Larotrectinib4915
Entrectinib	inhibitor	4916	NTRK3	Inhibitor	Entrectinib4916
Larotrectinib	inhibitor	4916	NTRK3	Inhibitor	Larotrectinib4916
Regorafenib	inhibitor	4921	DDR2	Inhibitor	Regorafenib4921
Opium	agonist	4985	OPRD1	Activator	Opium4985
Oxycodone	agonist	4985	OPRD1	Activator	Oxycodone4985
Butorphanol	agonist	4985	OPRD1	Activator	Butorphanol4985
Hydromorphone	partial agonist	4985	OPRD1	Activator	Hydromorphone4985
Naltrexone	antagonist	4985	OPRD1	Inhibitor	Naltrexone4985
Codeine	agonist	4985	OPRD1	Activator	Codeine4985
Naldemedine	antagonist	4985	OPRD1	Inhibitor	Naldemedine4985
Fentanyl	agonist	4985	OPRD1	Activator	Fentanyl4985
Methadone	agonist	4985	OPRD1	Activator	Methadone4985
Nalbuphine	antagonist	4985	OPRD1	Inhibitor	Nalbuphine4985
Naloxone	antagonist	4985	OPRD1	Inhibitor	Naloxone4985
Morphine	agonist	4985	OPRD1	Activator	Morphine4985
Eluxadoline	antagonist	4985	OPRD1	Inhibitor	Eluxadoline4985
Hydrocodone	agonist	4985	OPRD1	Activator	Hydrocodone4985
Dezocine	antagonist	4986	OPRK1	Inhibitor	Dezocine4986
Nalbuphine	agonist	4986	OPRK1	Activator	Nalbuphine4986
Pentazocine	agonist	4986	OPRK1	Activator	Pentazocine4986
Naltrexone	antagonist	4986	OPRK1	Inhibitor	Naltrexone4986
Butorphanol	agonist	4986	OPRK1	Activator	Butorphanol4986
Buprenorphine	antagonist	4986	OPRK1	Inhibitor	Buprenorphine4986
Naloxone	antagonist	4986	OPRK1	Inhibitor	Naloxone4986
Difelikefalin	agonist	4986	OPRK1	Activator	Difelikefalin4986
Eluxadoline	agonist	4986	OPRK1	Activator	Eluxadoline4986
Meperidine	other	4986	OPRK1	Other	Meperidine4986
Hydromorphone	agonist	4986	OPRK1	Activator	Hydromorphone4986
Codeine	agonist	4986	OPRK1	Activator	Codeine4986
Naldemedine	antagonist	4986	OPRK1	Inhibitor	Naldemedine4986
Oxycodone	agonist	4986	OPRK1	Activator	Oxycodone4986
Opium	agonist	4986	OPRK1	Activator	Opium4986
Morphine	agonist	4986	OPRK1	Activator	Morphine4986
Pholcodine	antagonist	4986	OPRK1	Inhibitor	Pholcodine4986
Oxycodone	agonist	4988	OPRM1	Activator	Oxycodone4988
Levorphanol	agonist	4988	OPRM1	Activator	Levorphanol4988
Remifentanil	agonist	4988	OPRM1	Activator	Remifentanil4988
Oliceridine	agonist	4988	OPRM1	Activator	Oliceridine4988
Methylnaltrexone	antagonist	4988	OPRM1	Inhibitor	Methylnaltrexone4988
Alfentanil	agonist	4988	OPRM1	Activator	Alfentanil4988
Diamorphine	agonist	4988	OPRM1	Activator	Diamorphine4988
Naloxone	antagonist	4988	OPRM1	Inhibitor	Naloxone4988
Hydromorphone	agonist	4988	OPRM1	Activator	Hydromorphone4988
Buprenorphine	partial agonist	4988	OPRM1	Activator	Buprenorphine4988
Samidorphan	antagonist	4988	OPRM1	Inhibitor	Samidorphan4988
Levallorphan	partial agonist	4988	OPRM1	Activator	Levallorphan4988
Loperamide	agonist	4988	OPRM1	Activator	Loperamide4988
Oxymorphone	agonist	4988	OPRM1	Activator	Oxymorphone4988
Morphine	agonist|regulator	4988	OPRM1	Activator	Morphine4988
Dezocine	agonist	4988	OPRM1	Activator	Dezocine4988
Naloxegol	antagonist	4988	OPRM1	Inhibitor	Naloxegol4988
Alvimopan	antagonist	4988	OPRM1	Inhibitor	Alvimopan4988
Pholcodine	antagonist	4988	OPRM1	Inhibitor	Pholcodine4988
Hydrocodone	agonist	4988	OPRM1	Activator	Hydrocodone4988
